protocol,network,contract_address,contract_name,type,signature
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,getTime()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,getUnlockTime()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,includeInFee(address account)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,includeInReward(address account)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"increaseAllowance(address spender, uint256 addedValue)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,isExcludedFromFee(address account)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,isExcludedFromReward(address account)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,limitsInEffect()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,marketingAddress()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,maxTransactionAmount()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,minimumTokensBeforeSwapAmount()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,name()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,owner()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"reflectionFromToken(uint256 tAmount, bool deductTransferFee)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,removeLimits()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,renounceOwnership()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"setAutomatedMarketMakerPair(address pair, bool value)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"setBuyFee(uint256 buyTaxFee, uint256 buyLiquidityFee, uint256 buyMarketingFee, uint256 buyDevFee)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,setDevAddress(address _devAddress)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,setGasPriceLimit(uint256 gas)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,setMarketingAddress(address _marketingAddress)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"setSellFee(uint256 sellTaxFee, uint256 sellLiquidityFee, uint256 sellMarketingFee, uint256 sellDevFee)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,setSwapAndLiquifyEnabled(bool _enabled)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,swapAndLiquifyEnabled()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,symbol()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,tokenFromReflection(uint256 rAmount)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,totalFees()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,totalSupply()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,tradingActive()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,tradingActiveBlock()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"transfer(address recipient, uint256 amount)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,transferDelayEnabled()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"transferForeignToken(address _token, address _to)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,"transferFrom(address sender, address recipient, uint256 amount)"
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,transferOwnership(address newOwner)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,uniswapV2Pair()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,uniswapV2Router()
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,updateMaxAmount(uint256 newNum)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,updateMinimumTokensBeforeSwap(uint256 newAmount)
NumisMe,nan,0x34769d3e122c93547836addd3eb298035d68f1c3,,function,withdrawStuckETH()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,"Approval(address owner, address spender, uint256 value)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,Paused(address account)
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,"RoleAdminChanged(bytes32 role, bytes32 previousAdminRole, bytes32 newAdminRole)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,"RoleGranted(bytes32 role, address account, address sender)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,"RoleRevoked(bytes32 role, address account, address sender)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,"Transfer(address from, address to, uint256 value)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,event,Unpaused(address account)
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,DEFAULT_ADMIN_ROLE()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,MINTER_ROLE()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,PAUSER_ROLE()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"allowance(address owner, address spender)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"approve(address spender, uint256 amount)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,balanceOf(address account)
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,burn(uint256 amount)
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"burnFrom(address account, uint256 amount)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,decimals()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,getRoleAdmin(bytes32 role)
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"getRoleMember(bytes32 role, uint256 index)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,getRoleMemberCount(bytes32 role)
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"grantRole(bytes32 role, address account)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"hasRole(bytes32 role, address account)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"increaseAllowance(address spender, uint256 addedValue)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"mint(address to, uint256 amount)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,name()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,pause()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,paused()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"renounceRole(bytes32 role, address account)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"revokeRole(bytes32 role, address account)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,symbol()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,totalSupply()
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"transfer(address recipient, uint256 amount)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,"transferFrom(address sender, address recipient, uint256 amount)"
DeGate,nan,0x53c8395465a84955c95159814461466053dedede,,function,unpause()
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,event,"AdminChanged(address previousAdmin, address newAdmin)"
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,event,BeaconUpgraded(address beacon)
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,event,Upgraded(address implementation)
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,function,admin()
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,function,changeAdmin(address newAdmin)
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,function,implementation()
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,function,upgradeTo(address newImplementation)
HOPE Lend,nan,0xc353bf07405304aeab75f4c2fac7e88d6a68f98e,,function,"upgradeToAndCall(address newImplementation, bytes data)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,event,"Approval(address owner, address spender, uint256 value)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,event,"RoleAdminChanged(bytes32 role, bytes32 previousAdminRole, bytes32 newAdminRole)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,event,"RoleGranted(bytes32 role, address account, address sender)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,event,"RoleRevoked(bytes32 role, address account, address sender)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,event,"Transfer(address from, address to, uint256 value)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,DEFAULT_ADMIN_ROLE()
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,DOMAIN_SEPARATOR()
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"allowance(address owner, address spender)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"approve(address spender, uint256 amount)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,balanceOf(address account)
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,decimals()
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,getRoleAdmin(bytes32 role)
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"grantRole(bytes32 role, address account)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"hasRole(bytes32 role, address account)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"increaseAllowance(address spender, uint256 addedValue)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,name()
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,nonces(address owner)
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"permit(address owner, address spender, uint256 value, uint256 deadline, uint8 v, bytes32 r, bytes32 s)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"renounceRole(bytes32 role, address account)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"revokeRole(bytes32 role, address account)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,supportsInterface(bytes4 interfaceId)
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,symbol()
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,totalSupply()
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"transfer(address to, uint256 amount)"
Magnify Cash,nan,0x71da932ccda723ba3ab730c976bc66daaf9c598c,,function,"transferFrom(address from, address to, uint256 amount)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,event,"Approval(address owner, address spender, uint256 value)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,event,"Transfer(address from, address to, uint256 value)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,DOMAIN_SEPARATOR()
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"allowance(address owner, address spender)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"approve(address spender, uint256 amount)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,balanceOf(address account)
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,burn(uint256 amount)
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"burnFrom(address account, uint256 amount)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,decimals()
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"increaseAllowance(address spender, uint256 addedValue)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,name()
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,nonces(address owner)
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"permit(address owner, address spender, uint256 value, uint256 deadline, uint8 v, bytes32 r, bytes32 s)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,symbol()
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,totalSupply()
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"transfer(address to, uint256 amount)"
Aboard Exchange,nan,0xb0ed164f6e3c6a4153eeb43bf9674955a259ec45,,function,"transferFrom(address from, address to, uint256 amount)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,event,"Approval(address owner, address spender, uint256 value)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,event,"Transfer(address from, address to, uint256 value)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,DOMAIN_SEPARATOR()
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"allowance(address owner, address spender)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"approve(address spender, uint256 amount)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,balanceOf(address account)
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,burn(uint256 amount)
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"burnFrom(address account_, uint256 amount_)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,decimals()
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,governance()
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"increaseAllowance(address spender, uint256 addedValue)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,isVault(address )
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"mint(address account_, uint256 amount_)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,name()
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,nonces(address owner)
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"permit(address owner, address spender, uint256 value, uint256 deadline, uint8 v, bytes32 r, bytes32 s)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,setGovernance(address _governance)
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"setVault(address _vault, bool _status)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,symbol()
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,totalSupply()
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"transfer(address to, uint256 amount)"
SpiralDao,nan,0x85b6ACaBa696B9E4247175274F8263F99b4B9180,,function,"transferFrom(address from, address to, uint256 amount)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,event,"Approval(address owner, address spender, uint256 value)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,event,"Transfer(address from, address to, uint256 value)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,INITIAL_SUPPLY()
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,"allowance(address owner, address spender)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,"approve(address spender, uint256 amount)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,balanceOf(address account)
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,decimals()
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,"increaseAllowance(address spender, uint256 addedValue)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,name()
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,symbol()
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,totalSupply()
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,"transfer(address to, uint256 amount)"
Structured LSD,nan,0xB668f51f1D63452b566456053fA348c3037E2B1F,,function,"transferFrom(address from, address to, uint256 amount)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,event,"Approval(address owner, address spender, uint256 value)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,event,"Transfer(address from, address to, uint256 value)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"allowance(address owner, address spender)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"approve(address spender, uint256 amount)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,balanceOf(address account)
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,burn(uint256 amount)
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"burnFrom(address account, uint256 amount)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,decimals()
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"increaseAllowance(address spender, uint256 addedValue)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,name()
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,symbol()
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,totalSupply()
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"transfer(address to, uint256 amount)"
Stablz,nan,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd,,function,"transferFrom(address from, address to, uint256 amount)"
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,event,"Approval(address owner, address spender, uint256 value)"
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,event,"Transfer(address from, address to, uint256 value)"
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,"allowance(address owner, address spender)"
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,"approve(address spender, uint256 value)"
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,balanceOf(address account)
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,decimals()
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,name()
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,symbol()
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,totalSupply()
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,"transfer(address to, uint256 value)"
Flooring Protocol,nan,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,,function,"transferFrom(address from, address to, uint256 value)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,"Approval(address owner, address spender, uint256 value)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,"Migrate(address user, uint256 amount)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,"RoleAdminChanged(bytes32 role, bytes32 previousAdminRole, bytes32 newAdminRole)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,"RoleGranted(bytes32 role, address account, address sender)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,"RoleRevoked(bytes32 role, address account, address sender)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,Snapshot(uint256 id)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,event,"Transfer(address from, address to, uint256 value)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,DEFAULT_ADMIN_ROLE()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,SNAPSHOT_MAKER_ROLE()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"allowance(address owner, address spender)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"approve(address spender, uint256 amount)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,balanceOf(address account)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"balanceOfAt(address account, uint256 snapshotId)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,burn(uint256 amount)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,decimals()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"decreaseAllowance(address spender, uint256 subtractedValue)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,getRoleAdmin(bytes32 role)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"grantRole(bytes32 role, address account)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"hasRole(bytes32 role, address account)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"increaseAllowance(address spender, uint256 addedValue)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,initMigration(address newElyfiToken_)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,isSnapshotMaker(address account)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,migrate()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,name()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,newElyfiToken()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"renounceRole(bytes32 role, address account)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"revokeRole(bytes32 role, address account)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,snapshot()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,supportsInterface(bytes4 interfaceId)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,symbol()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,totalSupply()
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,totalSupplyAt(uint256 snapshotId)
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"transfer(address recipient, uint256 amount)"
ELYFI,nan,0x4da34f8264cb33a5c9f17081b9ef5ff6091116f4,,function,"transferFrom(address sender, address recipient, uint256 amount)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"Approval(address owner, address spender, uint256 value)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"ApprovalForAll(address account, address operator, bool approved)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,MaxWalletUpdated(uint256 max)
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"OwnershipTransferred(address previousOwner, address newOwner)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"Transfer(address from, address to, uint256 value)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"TransferBatch(address operator, address from, address to, uint256[] ids, uint256[] values)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"TransferSingle(address operator, address from, address to, uint256 id, uint256 value)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,TransfersDelayUpdated(bool status)
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,"URI(string value, uint256 id)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,URIUpdated()
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,WhitelistDisabled(address wallet)
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,event,WhitelistEnabled(address wallet)
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,"allowance(address owner, address spender)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,"approve(address spender, uint256 value)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,"balanceOf(address account, uint256 id)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,"balanceOf(address owner, uint256 start, uint256 stop)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,balanceOf(address owner)
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,"balanceOfBatch(address[] accounts, uint256[] ids)"
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,baseTokenURI()
Miner ERCX,nan,0x23CbB9F0de3258DE03baaD2BCeA4FCCC55233af0,,function,dataURI()
